-9.936814e-01	-3.065187e-01
-9.722649e-01	-3.176118e-01
-9.469545e-01	-3.198304e-01
-9.177502e-01	-3.198304e-01
-8.885459e-01	-3.198304e-01
-8.593416e-01	-3.198304e-01
-8.359781e-01	-3.253770e-01
-8.135881e-01	-3.375794e-01
-8.077473e-01	-3.642028e-01
-8.009329e-01	-3.863889e-01
-8.126147e-01	-4.030285e-01
-8.301373e-01	-4.119030e-01
-8.476598e-01	-4.242222e-01
-8.706339e-01	-4.374171e-01
-8.885459e-01	-4.451823e-01
-9.060685e-01	-4.579393e-01
-9.235911e-01	-4.751336e-01
-9.411137e-01	-4.884453e-01
-9.489015e-01	-5.106315e-01
-9.333258e-01	-5.172873e-01
-9.119093e-01	-5.061942e-01
-8.885459e-01	-4.995384e-01
-8.710233e-01	-4.862267e-01
-8.515538e-01	-4.773522e-01
-8.301373e-01	-4.662591e-01
-8.106677e-01	-4.573847e-01
-7.892512e-01	-4.462916e-01
-7.736756e-01	-4.640405e-01
-7.619938e-01	-4.840081e-01
-7.503121e-01	-5.039756e-01
-7.386304e-01	-5.239432e-01
-7.269487e-01	-5.439107e-01
-7.152669e-01	-5.638783e-01
-7.035852e-01	-5.838458e-01
-6.899565e-01	-5.993761e-01
-6.782748e-01	-6.193437e-01
-6.626992e-01	-6.370926e-01
-6.490705e-01	-6.515136e-01
-6.315479e-01	-6.659346e-01
-6.159723e-01	-6.836836e-01
-5.984497e-01	-6.969953e-01
-5.809271e-01	-7.103070e-01
-5.634045e-01	-7.236187e-01
-5.458819e-01	-7.369304e-01
-5.283593e-01	-7.502421e-01
-5.108367e-01	-7.635538e-01
-4.913672e-01	-7.724282e-01
-4.738446e-01	-7.846306e-01
-4.504811e-01	-7.923958e-01
-4.329585e-01	-8.057075e-01
-4.095951e-01	-8.123633e-01
-3.881786e-01	-8.234564e-01
-3.687090e-01	-8.323309e-01
-3.453456e-01	-8.389867e-01
-3.219821e-01	-8.456426e-01
-2.986187e-01	-8.522984e-01
-2.752552e-01	-8.589543e-01
-2.518918e-01	-8.656101e-01
-2.285283e-01	-8.722660e-01
-2.051649e-01	-8.778125e-01
-1.759605e-01	-8.789218e-01
-1.525971e-01	-8.855777e-01
-1.233928e-01	-8.855777e-01
-1.000293e-01	-8.911242e-01
-7.082499e-02	-8.922335e-01
-4.162067e-02	-8.922335e-01
-1.241635e-02	-8.922335e-01
1.678796e-02	-8.922335e-01
4.599228e-02	-8.922335e-01
7.519660e-02	-8.922335e-01
9.856005e-02	-8.855777e-01
1.277644e-01	-8.855777e-01
1.530748e-01	-8.833591e-01
1.803321e-01	-8.789218e-01
2.036956e-01	-8.722660e-01
2.290060e-01	-8.700474e-01
2.562634e-01	-8.645008e-01
2.796268e-01	-8.589543e-01
3.029903e-01	-8.522984e-01
3.263537e-01	-8.456426e-01
3.458233e-01	-8.367681e-01
3.672398e-01	-8.256750e-01
3.906032e-01	-8.190192e-01
4.139667e-01	-8.112540e-01
4.314893e-01	-7.990516e-01
4.548527e-01	-7.923958e-01
4.723753e-01	-7.790841e-01
4.918449e-01	-7.702096e-01
5.132614e-01	-7.591165e-01
5.307840e-01	-7.458048e-01
5.483066e-01	-7.324931e-01
5.658291e-01	-7.191814e-01
5.833517e-01	-7.058697e-01
6.008743e-01	-6.925580e-01
6.183969e-01	-6.792463e-01
6.359195e-01	-6.659346e-01
6.495482e-01	-6.504043e-01
6.670708e-01	-6.370926e-01
6.826464e-01	-6.193437e-01
6.962751e-01	-6.038134e-01
7.079568e-01	-5.838458e-01
7.235325e-01	-5.660969e-01
7.352142e-01	-5.461293e-01
7.468959e-01	-5.261618e-01
7.585776e-01	-5.061942e-01
7.702594e-01	-4.862267e-01
7.829146e-01	-4.706964e-01
7.936228e-01	-4.462916e-01
8.150393e-01	-4.573847e-01
8.345089e-01	-4.651498e-01
8.578723e-01	-4.729150e-01
8.753949e-01	-4.862267e-01
8.968114e-01	-4.973198e-01
9.162810e-01	-5.061942e-01
9.376975e-01	-5.172873e-01
9.630079e-01	-5.195059e-01
9.630079e-01	-4.951011e-01
9.454853e-01	-4.817894e-01
9.279627e-01	-4.695871e-01
9.065462e-01	-4.573847e-01
8.870766e-01	-4.485102e-01
8.695540e-01	-4.363078e-01
8.481375e-01	-4.241054e-01
8.306150e-01	-4.107937e-01
8.130924e-01	-3.974820e-01
8.189332e-01	-3.708586e-01
8.247741e-01	-3.442352e-01
8.403497e-01	-3.253770e-01
8.695540e-01	-3.253770e-01
8.929175e-01	-3.198304e-01
9.221218e-01	-3.198304e-01
9.513261e-01	-3.198304e-01
9.805305e-01	-3.187211e-01
1	-3.109560e-01
1	-2.909884e-01
9.805305e-01	-2.832232e-01
9.513261e-01	-2.832232e-01
9.221218e-01	-2.821139e-01
8.929175e-01	-2.821139e-01
8.695540e-01	-2.765674e-01
8.403497e-01	-2.754581e-01
8.413232e-01	-2.510533e-01
8.413232e-01	-2.177741e-01
8.422967e-01	-1.844948e-01
8.598193e-01	-1.711831e-01
8.812358e-01	-1.600900e-01
9.007053e-01	-1.512156e-01
9.221218e-01	-1.401225e-01
9.415914e-01	-1.312480e-01
9.630079e-01	-1.201549e-01
9.805305e-01	-1.068432e-01
9.766365e-01	-8.465705e-02
9.552200e-01	-8.465705e-02
9.279627e-01	-8.576636e-02
9.050860e-01	-9.796875e-02
8.870766e-01	-1.048826e-01
8.642695e-01	-1.179363e-01
8.461906e-01	-1.290294e-01
8.364558e-01	-1.046246e-01
8.306150e-01	-7.800120e-02
8.247741e-01	-5.137780e-02
8.238006e-01	-1.809855e-02
8.189332e-01	8.524848e-03
8.130924e-01	3.514825e-02
8.072515e-01	6.177165e-02
8.004372e-01	8.839505e-02
7.936228e-01	1.105812e-01
7.838880e-01	1.349860e-01
7.761002e-01	1.571722e-01
7.663655e-01	1.815770e-01
7.595511e-01	2.082004e-01
7.537103e-01	2.348238e-01
7.488429e-01	2.614472e-01
7.488429e-01	2.947264e-01
7.488429e-01	3.280057e-01
7.488429e-01	3.612849e-01
7.488429e-01	3.945642e-01
7.488429e-01	4.278434e-01
7.488429e-01	4.611227e-01
7.478694e-01	4.944019e-01
7.430020e-01	5.210253e-01
7.430020e-01	5.543046e-01
7.420285e-01	5.875838e-01
7.371611e-01	6.142072e-01
7.361877e-01	6.474865e-01
7.313203e-01	6.741099e-01
7.303468e-01	7.073891e-01
7.254794e-01	7.340125e-01
7.196385e-01	7.606359e-01
7.137977e-01	7.872593e-01
7.079568e-01	8.138827e-01
7.021160e-01	8.405061e-01
6.953016e-01	8.671295e-01
6.884873e-01	8.893157e-01
6.787525e-01	9.137205e-01
6.670708e-01	9.336880e-01
6.553890e-01	9.536556e-01
6.417604e-01	9.691859e-01
6.242378e-01	9.824976e-01
6.067152e-01	9.947000e-01
5.775109e-01	9.995070e-01
5.483066e-01	9.998887e-01
5.249431e-01	9.932081e-01
5.027965e-01	9.802790e-01
4.843166e-01	9.669673e-01
4.670907e-01	9.536556e-01
4.529058e-01	9.403439e-01
4.373301e-01	9.225949e-01
4.198076e-01	9.081739e-01
4.061789e-01	8.937529e-01
3.906032e-01	8.748947e-01
3.789215e-01	8.560364e-01
3.652928e-01	8.405061e-01
3.497172e-01	8.227572e-01
3.380355e-01	8.027896e-01
3.244068e-01	7.872593e-01
3.127251e-01	7.672918e-01
3.010433e-01	7.473242e-01
2.854677e-01	7.295753e-01
2.737860e-01	7.096077e-01
2.621042e-01	6.896402e-01
2.504225e-01	6.696726e-01
2.387408e-01	6.497051e-01
2.270591e-01	6.297375e-01
2.153773e-01	6.097700e-01
2.036956e-01	5.898024e-01
1.920139e-01	5.698349e-01
1.803321e-01	5.541659e-01
1.569687e-01	5.474354e-01
1.277644e-01	5.432115e-01
9.856005e-02	5.469092e-01
7.519660e-02	5.487580e-01
4.599228e-02	5.487580e-01
1.678796e-02	5.535650e-01
-1.241635e-02	5.534512e-01
-4.162067e-02	5.530720e-01
-6.498413e-02	5.475056e-01
-9.418844e-02	5.475288e-01
-1.233928e-01	5.421022e-01
-1.467562e-01	5.365556e-01
-1.642788e-01	5.498673e-01
-1.759605e-01	5.698349e-01
-1.876423e-01	5.898024e-01
-1.993240e-01	6.097700e-01
-2.110057e-01	6.297375e-01
-2.217140e-01	6.541423e-01
-2.333957e-01	6.741099e-01
-2.460509e-01	6.896402e-01
-2.577326e-01	7.096077e-01
-2.694144e-01	7.295753e-01
-2.810961e-01	7.495428e-01
-2.966717e-01	7.672918e-01
-3.083534e-01	7.872593e-01
-3.210086e-01	8.072269e-01
-3.336639e-01	8.227572e-01
-3.492395e-01	8.405061e-01
-3.609212e-01	8.604737e-01
-3.745499e-01	8.760040e-01
-3.901255e-01	8.937529e-01
-4.037542e-01	9.092832e-01
-4.212768e-01	9.225949e-01
-4.368524e-01	9.403439e-01
-4.543750e-01	9.536556e-01
-4.718976e-01	9.669673e-01
-4.913672e-01	9.758417e-01
-5.088898e-01	9.880441e-01
-5.322532e-01	9.947000e-01
-5.614575e-01	1
-5.906618e-01	9.990139e-01
-6.081844e-01	9.861953e-01
-6.218131e-01	9.669673e-01
-6.373888e-01	9.492183e-01
-6.500440e-01	9.336880e-01
-6.607522e-01	9.092832e-01
-6.685400e-01	8.870971e-01
-6.792483e-01	8.671295e-01
-6.860626e-01	8.405061e-01
-6.919035e-01	8.138827e-01
-6.977443e-01	7.872593e-01
-7.035852e-01	7.606359e-01
-7.084526e-01	7.340125e-01
-7.133200e-01	7.029519e-01
-7.152669e-01	6.741099e-01
-7.201343e-01	6.474865e-01
-7.211078e-01	6.142072e-01
-7.211078e-01	5.809280e-01
-7.259752e-01	5.543046e-01
-7.269487e-01	5.210253e-01
-7.269487e-01	4.877461e-01
-7.318161e-01	4.611227e-01
-7.318161e-01	4.278434e-01
-7.318161e-01	3.945642e-01
-7.318161e-01	3.612849e-01
-7.318161e-01	3.280057e-01
-7.327895e-01	2.947264e-01
-7.327895e-01	2.614472e-01
-7.327895e-01	2.281679e-01
-7.425243e-01	2.037631e-01
-7.503121e-01	1.815770e-01
-7.600469e-01	1.571722e-01
-7.668612e-01	1.349860e-01
-7.736756e-01	1.083626e-01
-7.834103e-01	8.395782e-02
-7.902247e-01	6.177165e-02
-7.960656e-01	3.514825e-02
-8.019064e-01	8.524848e-03
-8.067738e-01	-2.253579e-02
-8.087208e-01	-5.137780e-02
-8.145616e-01	-7.800120e-02
-8.204025e-01	-1.046246e-01
-8.359781e-01	-1.180653e-01
-8.535007e-01	-1.180067e-01
-8.710233e-01	-1.101711e-01
-8.943868e-01	-1.035153e-01
-9.177502e-01	-9.575014e-02
-9.391667e-01	-8.465705e-02
-9.625302e-01	-7.800120e-02
-9.781058e-01	-8.465705e-02
-9.781058e-01	-1.046246e-01
-9.605832e-01	-1.179363e-01
-9.411137e-01	-1.268108e-01
-9.196972e-01	-1.379039e-01
-9.002276e-01	-1.467783e-01
-8.788111e-01	-1.578714e-01
-8.593416e-01	-1.667459e-01
-8.379251e-01	-1.778390e-01
-8.262433e-01	-1.978065e-01
-8.252699e-01	-2.310858e-01
-8.242964e-01	-2.599278e-01
-8.359781e-01	-2.711529e-01
-8.651824e-01	-2.722534e-01
-8.885459e-01	-2.777849e-01
-9.177502e-01	-2.780876e-01
-9.469545e-01	-2.779937e-01
-9.722649e-01	-2.843326e-01
-9.936814e-01	-2.954256e-01
